-52.241;58.52;nan
-52.161;58.53;469.78
-52.081;58.539;469.48
-52.001;58.549;469.4
-51.921;58.559;469.33
-51.841;58.568;469.72
-51.761;58.578;470.1
-51.68;58.587;470.55
-51.6;58.597;471.01
-51.52;58.606;471.42
-51.44;58.615;471.78
-51.359;58.624;472.09
-51.279;58.633;472.28
-51.198;58.643;472.48
-51.118;58.652;472.98
-51.037;58.661;473.49
-50.957;58.669;474.33
-50.876;58.678;475.33
-50.795;58.687;475.84
-50.714;58.696;475.58
-50.634;58.704;475.31
-50.553;58.713;475.01
-50.472;58.722;474.68
-50.391;58.73;476.26
-50.31;58.739;478.2
-50.229;58.747;479.82
-50.148;58.755;481.17
-50.067;58.764;482.02
-49.985;58.772;481.58
-49.904;58.78;481.12
-49.823;58.788;479.84
-49.742;58.796;478.54
-49.66;58.804;477.23
-49.579;58.812;475.91
-49.498;58.82;475.12
-49.416;58.828;474.97
-49.335;58.835;474.97
-49.253;58.843;475.71
-49.171;58.851;476.46
-49.09;58.858;477.32
-49.008;58.866;478.17
-48.926;58.873;479.11
-48.844;58.88;480.09
-48.763;58.888;481.11
-48.681;58.895;482.18
-48.599;58.902;483.26
-48.517;58.909;484.6
-48.435;58.916;485.94
-48.353;58.923;486.74
-48.271;58.93;487.39
-48.189;58.937;487.92
-48.107;58.944;488.33
-48.025;58.951;488.86
-47.942;58.957;489.72
-47.86;58.964;490.6
-47.778;58.971;492.02
-47.696;58.977;493.48
-47.613;58.984;494.94
-47.531;58.99;496.41
-47.448;58.996;498.03
-47.366;59.003;499.86
-47.283;59.009;501.67
-47.201;59.015;503.21
-47.118;59.021;504.75
-47.036;59.027;506.63
-46.953;59.033;508.57
-46.87;59.039;510.5
-46.788;59.045;512.42
-46.705;59.051;514.77
-46.622;59.056;517.95
-46.539;59.062;521.16
-46.457;59.068;524.46
-46.374;59.073;527.79
-46.291;59.079;531.11
-46.208;59.084;534.46
-46.125;59.089;537.15
-46.042;59.095;539.22
-45.959;59.1;539.47
-45.876;59.105;534.07
-45.793;59.11;528.67
-45.71;59.115;536.05
-45.627;59.12;543.81
-45.544;59.125;551.9
-45.46;59.13;560.12
-45.377;59.135;567.02
-45.294;59.14;572.1
-45.211;59.144;576.64
-45.127;59.149;578.41
-45.044;59.153;580.11
-44.961;59.158;582.62
-44.877;59.162;585.25
-44.794;59.167;589.16
-44.711;59.171;593.89
-44.627;59.175;599.03
-44.544;59.179;605
-44.46;59.184;610.98
-44.377;59.188;616.83
-44.293;59.192;622.62
-44.21;59.196;628.5
-44.126;59.199;634.39
-44.042;59.203;639.84
-43.959;59.207;644.91
-43.875;59.211;649.71
-43.792;59.214;653.73
-43.708;59.218;657.67
-43.624;59.221;658.63
-43.54;59.225;659.46
-43.457;59.228;658.02
-43.373;59.231;655.63
-43.289;59.235;651.74
-43.205;59.238;645.94
-43.122;59.241;639.68
-43.038;59.244;631.04
-42.954;59.247;622.4
-42.87;59.25;611.75
-42.786;59.253;600.85
-42.702;59.256;588.92
-42.618;59.258;576.39
-42.534;59.261;563.68
-42.45;59.264;550.63
-42.366;59.266;537.6
-42.282;59.269;524.89
-42.198;59.271;512.18
-42.114;59.274;499.5
-42.03;59.276;486.82
-41.946;59.278;474.7
-41.862;59.28;463.04
-41.778;59.282;451.61
-41.694;59.284;440.87
-41.61;59.286;430.13
-41.526;59.288;420.59
-41.442;59.29;411.08
-41.358;59.292;402.07
-41.274;59.294;393.26
-41.19;59.295;386.63
-41.106;59.297;382.71
-41.021;59.299;377.86
-40.937;59.3;368.37
-40.853;59.302;358.91
-40.769;59.303;350.04
-40.685;59.304;341.26
-40.6;59.305;332.8
-40.516;59.307;324.53
-40.432;59.308;316.51
-40.348;59.309;308.89
-40.264;59.31;301.33
-40.179;59.311;294.03
-40.095;59.311;286.73
-40.011;59.312;281.14
-39.927;59.313;275.87
-39.843;59.314;271.21
-39.758;59.314;266.99
-39.674;59.315;263.11
-39.59;59.315;260.1
-39.506;59.316;257.07
-39.421;59.316;253.75
-39.337;59.316;250.43
-39.253;59.317;247.64
-39.169;59.317;245.02
-39.084;59.317;242.34
-39;59.317;239.61
-38.916;59.317;236.96
-38.831;59.317;234.63
-38.747;59.317;232.29
-38.663;59.316;230.63
-38.579;59.316;229
-38.494;59.316;227.21
-38.41;59.315;225.33
-38.326;59.315;223.54
-38.242;59.314;221.88
-38.157;59.314;220.21
-38.073;59.313;218.53
-37.989;59.312;216.82
-37.905;59.311;215.59
-37.821;59.311;214.44
-37.736;59.31;213.3
-37.652;59.309;212.14
-37.568;59.308;210.94
-37.484;59.307;209.62
-37.4;59.305;208.27
-37.315;59.304;206.72
-37.231;59.303;205.19
-37.147;59.302;203.9
-37.063;59.3;202.67
-36.979;59.299;201.46
-36.894;59.297;200.26
-36.81;59.295;199.16
-36.726;59.294;198.37
-36.642;59.292;197.56
-36.558;59.29;196.14
-36.474;59.288;194.73
-36.39;59.286;194.33
-36.306;59.284;194.3
-36.222;59.282;193.88
-36.138;59.28;192.98
-36.054;59.278;192.01
-35.97;59.276;190.7
-35.886;59.274;189.39
-35.802;59.271;188.07
-35.718;59.269;186.76
-35.634;59.266;184.97
-35.55;59.264;182.91
-35.466;59.261;181.09
-35.382;59.258;179.65
-35.298;59.256;178.28
-35.214;59.253;177.44
-35.13;59.25;176.56
-35.046;59.247;175.35
-34.962;59.244;174.1
-34.878;59.241;173.21
-34.795;59.238;172.57
-34.711;59.235;171.81
-34.627;59.231;170.75
-34.543;59.228;169.7
-34.46;59.225;168.65
-34.376;59.221;167.6
-34.292;59.218;166.87
-34.208;59.214;166.28
-34.125;59.211;165.46
-34.041;59.207;164.37
-33.958;59.203;163.3
-33.874;59.199;162.45
-33.79;59.196;161.58
-33.707;59.192;160.18
-33.623;59.188;158.76
-33.54;59.184;157.74
-33.456;59.179;156.94
-33.373;59.175;155.76
-33.289;59.171;153.94
-33.206;59.167;152.14
-33.123;59.162;150.68
-33.039;59.158;149.2
-32.956;59.153;147.99
-32.873;59.149;146.83
-32.789;59.144;145.62
-32.706;59.14;144.39
-32.623;59.135;143.07
-32.54;59.13;141.53
-32.456;59.125;140.02
-32.373;59.12;139.49
-32.29;59.115;138.97
-32.207;59.11;138.17
-32.124;59.105;137.24
-32.041;59.1;136.16
-31.958;59.095;134.96
-31.875;59.089;133.91
-31.792;59.084;133.45
-31.709;59.079;132.98
-31.626;59.073;133.08
-31.543;59.068;133.27
-31.461;59.062;132.32
-31.378;59.056;130.76
-31.295;59.051;129.11
-31.212;59.045;127.33
-31.13;59.039;125.56
-31.047;59.033;123.92
-30.964;59.027;122.26
-30.882;59.021;120.79
-30.799;59.015;119.35
-30.717;59.009;118.51
-30.634;59.003;118.13
-30.552;58.996;117.29
-30.469;58.99;115.38
-30.387;58.984;113.5
-30.304;58.977;112.36
-30.222;58.971;111.21
-30.14;58.964;110.15
-30.058;58.957;109.12
-29.975;58.951;108.43
-29.893;58.944;108.05
-29.811;58.937;107.44
-29.729;58.93;106.09
-29.647;58.923;104.74
-29.565;58.916;103.8
-29.483;58.909;102.9
-29.401;58.902;101.55
-29.319;58.895;99.993
-29.237;58.888;98.783
-29.156;58.88;98.082
-29.074;58.873;97.469
-28.992;58.866;97.524
-28.91;58.858;97.571
-28.829;58.851;96.522
-28.747;58.843;95.314
-28.665;58.835;94.343
-28.584;58.828;93.493
-28.502;58.82;92.894
-28.421;58.812;92.888
-28.34;58.804;92.792
-28.258;58.796;91.413
-28.177;58.788;90.001
-28.096;58.78;89.381
-28.015;58.772;88.98
-27.933;58.764;88.093
-27.852;58.755;86.735
-27.771;58.747;85.607
-27.69;58.739;85.339
-27.609;58.73;85.142
-27.528;58.722;83.646
-27.447;58.713;82.102
-27.366;58.704;80.72
-52.259;58.562;nan
-52.179;58.571;471.51
-52.099;58.581;471.18
-52.019;58.591;471.07
-51.939;58.6;470.98
-51.859;58.61;471.33
-51.779;58.62;471.67
-51.698;58.629;472.02
-51.618;58.638;472.37
-51.538;58.648;472.67
-51.457;58.657;472.93
-51.377;58.666;473.12
-51.296;58.675;473.08
